Timestamp,Cell_ID,RSRP,SINR,Latency,Throughput,Packet_Loss,Connected_Users,Observation,Possible_Root_Cause,Recommended_Action
2026-01-18 02:35:00,Cell_03,-95.79,13.98,40.38,55.89,0.1,32,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-18 02:35:00,Cell_04,-97.55,7.65,36.36,43.2,0.19,25,Low SINR,High interference,Review neighboring cell configuration
2026-01-18 02:40:00,Cell_04,-104.92,8.11,37.16,44.37,0.39,29,Low SINR,High interference,Review neighboring cell configuration
2026-01-18 02:45:00,Cell_03,-94.59,13.81,35.75,49.86,0.04,35,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-18 02:45:00,Cell_01,-83.52,20.51,42.08,63.87,0.1,40,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-18 02:45:00,Cell_04,-106.05,7.27,37.85,36.04,0.81,27,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-18 02:50:00,Cell_04,-104.43,4.43,42.27,41.48,0.19,35,Low SINR,High interference,Review neighboring cell configuration
2026-01-18 02:55:00,Cell_04,-101.53,7.14,39.64,33.63,0.35,27,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-18 03:05:00,Cell_03,-99.17,14.28,37.78,62.98,0.0,38,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-18 03:10:00,Cell_05,-82.16,16.0,42.85,45.88,0.47,36,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-18 03:15:00,Cell_03,-96.27,12.36,35.25,31.59,0.29,35,Low Throughput,Heavy traffic load,Enable load balancing
2026-01-18 03:20:00,Cell_04,-98.13,9.14,41.54,49.29,0.78,25,Low SINR,High interference,Review neighboring cell configuration
2026-01-18 03:30:00,Cell_05,-86.67,18.21,48.17,55.47,0.15,35,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-18 03:35:00,Cell_04,-102.23,6.35,35.18,38.79,0.15,33,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-18 03:40:00,Cell_01,-82.08,20.15,38.74,74.11,0.36,35,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-18 03:45:00,Cell_02,-88.42,12.61,37.01,50.14,0.07,36,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-18 03:50:00,Cell_04,-103.23,5.18,39.23,25.99,0.48,31,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-18 03:50:00,Cell_03,-110.15,6.48,89.13,64.9,7.14,54,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-18 04:00:00,Cell_04,-101.08,7.48,36.04,29.27,0.34,28,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-18 04:10:00,Cell_04,-101.05,7.43,37.75,37.11,0.14,23,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-18 04:15:00,Cell_05,-99.52,10.56,77.65,46.06,4.15,41,High Packet Loss,Backhaul issues,Inspect transport network
2026-01-18 04:20:00,Cell_04,-106.59,6.16,40.99,28.93,0.29,31,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-18 04:25:00,Cell_04,-104.77,6.78,33.21,31.33,0.02,33,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-18 04:30:00,Cell_04,-99.14,10.19,36.01,37.25,0.49,20,Low Throughput,Heavy traffic load,Enable load balancing
2026-01-18 04:35:00,Cell_04,-106.72,8.56,34.5,25.66,0.07,25,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-18 04:35:00,Cell_01,-82.25,19.04,52.83,67.91,0.0,40,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-18 04:45:00,Cell_05,-98.98,11.97,121.95,57.32,3.03,60,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-18 05:00:00,Cell_04,-104.38,6.76,37.15,35.76,0.22,37,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-18 05:10:00,Cell_04,-114.94,3.57,115.92,28.59,6.54,35,"Low RSRP, Low SINR, High Latency, High Packet Loss, Low Throughput","Poor radio coverage, High interference, Core network congestion, Backhaul issues, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network, Enable load balancing"
2026-01-18 05:15:00,Cell_03,-110.19,3.71,95.05,30.99,3.47,39,"Low RSRP, Low SINR, High Latency, High Packet Loss, Low Throughput","Poor radio coverage, High interference, Core network congestion, Backhaul issues, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network, Enable load balancing"
2026-01-18 05:20:00,Cell_04,-99.28,7.31,38.8,36.32,0.47,31,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-18 05:35:00,Cell_04,-98.6,10.04,38.77,43.12,0.63,26,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-18 05:50:00,Cell_04,-104.0,9.13,37.51,25.43,0.17,24,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-18 06:05:00,Cell_01,-79.86,19.71,51.07,108.06,0.0,61,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-18 06:20:00,Cell_04,-106.54,9.01,44.25,45.71,0.0,38,"Low RSRP, Low SINR","Poor radio coverage, High interference","Optimize antenna tilt, Review neighboring cell configuration"
2026-01-18 07:00:00,Cell_05,-103.55,10.99,114.23,59.26,3.07,67,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-18 07:40:00,Cell_03,-111.74,7.75,117.11,63.9,5.54,83,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-18 12:05:00,Cell_03,-105.41,7.32,128.43,72.78,5.32,79,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-18 12:25:00,Cell_02,-109.61,10.27,102.25,46.85,7.76,74,"Low RSRP, High Latency, High Packet Loss","Poor radio coverage, Core network congestion, Backhaul issues","Optimize antenna tilt, Check UPF utilization, Inspect transport network"
2026-01-18 17:20:00,Cell_03,-108.14,3.5,144.09,74.18,2.5,101,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-18 17:55:00,Cell_04,-121.82,2.65,139.8,69.75,4.92,91,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-18 18:00:00,Cell_03,-108.36,6.42,160.73,96.58,4.54,107,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-18 19:45:00,Cell_01,-99.65,11.85,167.73,116.88,5.42,128,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-18 20:00:00,Cell_01,-83.64,15.41,109.25,252.34,1.73,152,High Latency,Core network congestion,Check UPF utilization
2026-01-18 23:10:00,Cell_02,-99.77,8.08,103.4,58.57,4.86,54,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-19 00:55:00,Cell_04,-97.35,9.96,37.5,37.17,0.63,35,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-19 01:15:00,Cell_04,-99.49,9.34,33.37,19.26,0.75,28,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-19 02:10:00,Cell_05,-100.49,13.42,92.04,41.39,5.59,46,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-19 02:20:00,Cell_04,-105.28,8.28,35.97,31.16,0.0,32,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-19 04:15:00,Cell_04,-100.69,7.45,49.64,26.85,0.1,27,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-19 04:45:00,Cell_04,-107.63,5.51,49.18,52.88,0.0,40,"Low RSRP, Low SINR","Poor radio coverage, High interference","Optimize antenna tilt, Review neighboring cell configuration"
2026-01-19 05:15:00,Cell_01,-77.41,18.93,51.31,105.31,0.0,55,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-19 06:25:00,Cell_02,-106.87,6.84,140.3,73.28,2.75,79,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-19 07:30:00,Cell_04,-108.8,5.75,57.73,38.93,0.62,67,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-19 07:40:00,Cell_01,-92.06,14.32,169.77,94.94,4.95,109,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-19 08:30:00,Cell_02,-101.49,5.98,149.23,118.39,4.05,114,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-19 12:05:00,Cell_01,-101.6,9.17,173.28,97.31,6.49,124,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-19 12:30:00,Cell_04,-113.78,2.74,100.5,36.18,3.57,77,"Low RSRP, Low SINR, High Latency, High Packet Loss, Low Throughput","Poor radio coverage, High interference, Core network congestion, Backhaul issues, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network, Enable load balancing"
2026-01-19 13:10:00,Cell_02,-95.51,9.9,129.23,73.22,4.47,95,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-19 13:45:00,Cell_02,-102.31,11.34,136.69,74.4,5.09,75,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-19 14:45:00,Cell_03,-108.41,6.51,136.39,79.21,6.65,100,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-19 15:55:00,Cell_03,-111.31,5.3,129.0,94.02,6.33,110,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-19 16:50:00,Cell_01,-87.12,16.09,119.62,242.22,1.8,151,High Latency,Core network congestion,Check UPF utilization
2026-01-19 16:50:00,Cell_02,-109.66,8.89,137.76,128.21,4.76,122,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-19 17:15:00,Cell_04,-107.3,5.7,91.18,116.98,1.6,109,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-19 17:40:00,Cell_01,-88.76,15.26,123.62,281.62,2.01,170,High Latency,Core network congestion,Check UPF utilization
2026-01-19 17:50:00,Cell_01,-88.04,15.72,124.26,266.06,1.71,162,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:00:00,Cell_04,-104.31,6.4,101.63,125.21,1.79,122,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-19 18:05:00,Cell_01,-87.37,17.89,119.54,305.98,1.27,170,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:05:00,Cell_05,-88.52,15.31,126.39,272.52,1.44,169,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:05:00,Cell_03,-102.79,9.51,109.58,196.04,1.59,156,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-19 18:10:00,Cell_05,-94.98,13.92,124.7,263.83,1.71,168,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:10:00,Cell_01,-86.86,15.55,116.0,291.95,1.67,171,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:15:00,Cell_05,-92.51,14.61,123.42,274.9,1.41,176,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:15:00,Cell_01,-84.18,12.74,118.43,259.0,1.59,178,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:25:00,Cell_03,-101.36,10.57,119.01,191.17,1.09,159,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:25:00,Cell_01,-89.26,14.77,123.73,259.93,1.79,167,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:30:00,Cell_02,-94.71,14.28,122.08,252.95,1.89,169,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:30:00,Cell_04,-102.65,4.68,108.49,122.55,1.85,128,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-19 18:30:00,Cell_01,-85.88,14.02,117.67,266.21,1.43,174,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:35:00,Cell_03,-100.06,9.68,117.55,222.09,1.69,170,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-19 18:35:00,Cell_01,-85.62,18.75,119.73,314.83,1.79,173,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:35:00,Cell_05,-95.17,12.13,124.39,253.19,1.34,172,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:40:00,Cell_01,-90.5,18.31,132.26,328.27,1.34,189,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:40:00,Cell_04,-106.73,5.08,103.65,141.14,1.29,130,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-19 18:45:00,Cell_05,-90.05,14.78,120.34,274.67,1.78,167,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:45:00,Cell_01,-91.59,17.41,115.37,283.85,1.21,171,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:50:00,Cell_01,-85.33,14.25,123.33,297.54,1.38,186,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:50:00,Cell_05,-91.73,12.34,129.37,247.63,1.56,176,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:55:00,Cell_03,-103.65,11.42,113.23,206.93,0.83,149,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:55:00,Cell_05,-95.23,15.39,117.49,269.1,1.72,160,High Latency,Core network congestion,Check UPF utilization
2026-01-19 18:55:00,Cell_04,-108.31,6.16,96.08,128.99,0.93,119,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-19 19:00:00,Cell_01,-89.74,16.95,120.42,300.03,1.34,175,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:00:00,Cell_03,-103.08,11.57,114.48,230.39,1.2,158,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:05:00,Cell_01,-88.79,12.96,133.4,276.64,1.64,192,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:10:00,Cell_05,-88.23,14.95,117.44,299.23,1.84,179,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:15:00,Cell_01,-91.84,15.59,128.1,306.44,1.96,186,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:20:00,Cell_01,-89.21,20.28,123.63,328.74,1.74,173,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:25:00,Cell_01,-93.15,15.76,131.84,304.18,1.43,185,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:25:00,Cell_03,-104.51,11.93,106.86,216.85,1.36,153,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:30:00,Cell_05,-96.0,13.0,126.27,256.15,1.44,179,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:30:00,Cell_01,-86.64,16.5,128.07,275.75,1.73,170,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:35:00,Cell_05,-95.62,14.7,123.04,272.36,1.39,175,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:35:00,Cell_01,-85.8,16.17,115.18,303.58,1.04,175,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:40:00,Cell_01,-89.34,17.3,128.86,303.18,1.46,179,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:45:00,Cell_01,-89.85,16.09,128.78,304.57,1.99,184,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:50:00,Cell_01,-86.54,13.8,116.84,268.1,1.45,177,High Latency,Core network congestion,Check UPF utilization
2026-01-19 19:55:00,Cell_01,-94.28,14.23,116.9,269.67,1.65,172,High Latency,Core network congestion,Check UPF utilization
2026-01-19 20:00:00,Cell_01,-86.98,16.78,124.05,285.79,1.96,173,High Latency,Core network congestion,Check UPF utilization
2026-01-19 20:05:00,Cell_04,-109.76,4.66,94.97,117.63,0.86,111,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-19 20:15:00,Cell_01,-82.41,13.2,119.73,259.88,1.57,171,High Latency,Core network congestion,Check UPF utilization
2026-01-19 20:20:00,Cell_04,-110.25,5.74,85.68,136.28,0.46,110,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-19 20:25:00,Cell_01,-85.99,17.12,114.73,295.27,1.5,169,High Latency,Core network congestion,Check UPF utilization
2026-01-19 20:30:00,Cell_03,-102.55,3.91,139.44,126.19,3.73,140,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-19 22:20:00,Cell_03,-108.42,8.58,112.01,75.85,5.52,80,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-20 00:10:00,Cell_01,-79.66,20.01,45.35,95.55,0.0,53,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-20 00:15:00,Cell_04,-106.0,6.98,40.98,36.57,0.33,33,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-20 00:40:00,Cell_04,-104.43,6.58,30.72,39.21,0.58,34,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-20 00:50:00,Cell_01,-81.68,21.08,48.79,80.99,0.62,47,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-20 01:25:00,Cell_02,-99.83,8.24,117.45,57.71,2.56,48,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-20 01:25:00,Cell_04,-104.4,7.19,41.83,27.29,0.19,37,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-20 01:35:00,Cell_04,-101.77,10.29,35.88,58.03,0.0,36,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-20 01:40:00,Cell_03,-96.37,11.24,35.41,45.5,0.64,36,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-20 02:20:00,Cell_03,-107.32,6.61,107.23,54.01,2.52,65,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-20 03:20:00,Cell_05,-97.67,9.74,129.58,55.78,5.32,59,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-20 03:25:00,Cell_04,-100.28,6.96,39.1,51.13,0.03,32,Low SINR,High interference,Review neighboring cell configuration
2026-01-20 03:35:00,Cell_05,-99.17,9.7,96.89,53.35,4.94,61,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-20 03:50:00,Cell_05,-89.18,20.54,38.98,85.67,0.0,44,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-20 04:15:00,Cell_03,-108.12,8.37,108.25,42.73,3.46,51,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-20 04:35:00,Cell_01,-99.26,9.68,90.09,82.93,6.0,61,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-20 05:00:00,Cell_01,-89.5,13.18,125.1,68.47,6.0,78,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-20 05:00:00,Cell_04,-96.5,6.82,43.97,48.47,0.0,38,Low SINR,High interference,Review neighboring cell configuration
2026-01-20 07:25:00,Cell_03,-108.05,4.82,142.83,61.58,3.41,86,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-20 08:00:00,Cell_04,-119.54,-1.62,113.43,56.62,5.62,88,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-20 08:55:00,Cell_05,-107.42,12.56,154.92,116.74,8.34,122,"Low RSRP, High Latency, High Packet Loss","Poor radio coverage, Core network congestion, Backhaul issues","Optimize antenna tilt, Check UPF utilization, Inspect transport network"
2026-01-20 09:50:00,Cell_02,-100.47,6.65,173.72,107.42,7.96,128,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-20 11:25:00,Cell_04,-113.08,3.79,141.91,61.51,4.45,68,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-20 12:55:00,Cell_01,-97.48,12.15,145.38,83.49,6.29,97,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-20 15:05:00,Cell_02,-104.36,9.0,118.85,71.79,3.48,102,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-20 17:30:00,Cell_01,-84.36,16.98,115.06,285.27,1.15,173,High Latency,Core network congestion,Check UPF utilization
2026-01-20 17:40:00,Cell_03,-117.24,5.93,142.61,105.16,3.57,135,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-20 17:45:00,Cell_04,-107.57,5.13,97.31,135.59,1.17,121,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-20 18:05:00,Cell_01,-88.96,13.83,121.29,273.82,1.33,176,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:10:00,Cell_02,-98.67,10.59,102.69,212.83,1.87,156,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:10:00,Cell_01,-92.01,17.02,133.33,281.05,1.62,170,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:15:00,Cell_01,-88.79,15.63,120.22,303.65,0.96,186,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:20:00,Cell_05,-94.4,12.98,114.03,254.31,1.85,168,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:20:00,Cell_01,-83.78,16.56,112.59,274.86,1.94,164,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:25:00,Cell_04,-106.89,4.48,90.79,139.62,1.13,133,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-20 18:25:00,Cell_02,-99.74,10.63,116.64,212.07,1.4,163,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:25:00,Cell_01,-86.44,14.71,118.49,259.44,1.64,171,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:30:00,Cell_03,-101.51,9.11,108.34,195.56,1.34,155,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-20 18:30:00,Cell_01,-93.29,16.61,125.12,311.21,1.45,191,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:35:00,Cell_01,-93.89,17.7,118.16,301.47,1.22,170,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:35:00,Cell_05,-92.76,13.05,117.33,266.27,1.59,180,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:40:00,Cell_04,-108.43,7.28,107.33,156.3,1.26,129,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-20 18:40:00,Cell_01,-89.8,13.18,120.97,267.7,1.58,178,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:45:00,Cell_01,-87.99,14.93,130.15,293.04,2.07,183,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:50:00,Cell_01,-92.64,16.68,131.81,308.36,2.08,187,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:50:00,Cell_05,-93.15,11.95,130.85,248.68,1.81,176,High Latency,Core network congestion,Check UPF utilization
2026-01-20 18:55:00,Cell_02,-91.36,11.27,117.77,238.42,1.44,172,High Latency,Core network congestion,Check UPF utilization
